sequence,scheduledTimeSec,readStartTimeSec,sampleTimeSec,readDurationSec,startLatenessSec,deadlineMiss,Fx_N,Fy_N,Fz_N,Tx_Nm,Ty_Nm,Tz_Nm
9417,47.08,47.080003,47.196636,0.002947,2.99999999953116e-06,0,-0.4,-10.7,-3.1,1.04,0.19,-0.04
9418,47.085,47.085002,47.200438,0.00175,2.00000000205591e-06,0,-0.4,-10.7,-2.9,1.04,0.19,-0.04
9419,47.09,47.09,47.20621,0.002523,0,0,-0.5,-10.7,-3.2,1.04,0.19,-0.04
9420,47.095,47.095,47.210223,0.001537,0,0,-0.5,-10.7,-2.9,1.04,0.19,-0.04
9421,47.1,47.100001,47.215581,0.001897,9.99999997475243e-07,0,-0.3,-10.8,-2.5,1.04,0.19,-0.04
9422,47.105,47.105001,47.221363,0.002674,9.99999997475243e-07,0,-0.5,-10.8,-2.5,1.04,0.19,-0.04
9423,47.11,47.11,47.225106,0.001419,0,0,-0.4,-10.7,-3,1.04,0.19,-0.04
9424,47.115,47.115,47.23113,0.002442,0,0,-0.2,-10.7,-3.4,1.04,0.19,-0.05
9425,47.12,47.12,47.236046,0.002359,0,0,-0.2,-10.7,-3.3,1.04,0.19,-0.05
9426,47.125,47.125,47.240065,0.001378,0,0,-0.1,-10.7,-2.2,1.04,0.17,-0.04
9427,47.13,47.13,47.245098,0.00141,0,0,-0.3,-10.7,-2.8,1.03,0.18,-0.04
9428,47.135,47.135,47.251109,0.002422,0,0,-0.4,-10.7,-3.2,1.03,0.19,-0.04
9429,47.14,47.14,47.255119,0.001432,0,0,-0.3,-10.8,-3.1,1.03,0.19,-0.04
9430,47.145,47.145,47.260114,0.001426,0,0,-0.5,-10.7,-3.6,1.03,0.2,-0.05
9431,47.15,47.15,47.266131,0.002444,0,0,-0.5,-10.9,-3.2,1.04,0.2,-0.04
9432,47.155,47.155,47.270042,0.001355,0,0,-0.4,-10.8,-3.5,1.04,0.19,-0.05
9433,47.16,47.160001,47.275108,0.00142,9.99999997475243e-07,0,-0.3,-10.7,-3,1.04,0.18,-0.04
9434,47.165,47.165,47.281114,0.002427,0,0,-0.2,-10.7,-2.9,1.04,0.17,-0.04
9435,47.17,47.17,47.286051,0.002364,0,0,-0.1,-10.7,-2.6,1.04,0.16,-0.04
9436,47.175,47.175001,47.290065,0.001377,9.99999997475243e-07,0,-0.1,-10.8,-2.4,1.04,0.17,-0.04
9437,47.18,47.18,47.296136,0.002448,0,0,0,-10.8,-2.7,1.04,0.17,-0.04
9438,47.185,47.185,47.301047,0.00236,0,0,0,-10.7,-2.5,1.04,0.17,-0.04
9439,47.19,47.19,47.305012,0.001325,0,0,-0.3,-10.8,-2.6,1.04,0.18,-0.04
9440,47.195,47.195,47.31111,0.002423,0,0,-0.2,-10.8,-2.9,1.04,0.18,-0.04
9441,47.2,47.2,47.316068,0.002382,0,0,-0.3,-10.9,-2.8,1.04,0.18,-0.04
9442,47.205,47.205,47.320017,0.00133,0,0,-0.4,-10.8,-3.4,1.04,0.19,-0.05
9443,47.21,47.21,47.325348,0.00166,0,0,-0.3,-10.8,-3,1.04,0.19,-0.04
9444,47.215,47.215,47.331121,0.002435,0,0,-0.3,-10.8,-3,1.04,0.19,-0.04
9445,47.22,47.22,47.335012,0.001325,0,0,-0.4,-10.8,-3.5,1.03,0.2,-0.05
9446,47.225,47.225,47.340449,0.001761,0,0,-0.5,-10.9,-3.5,1.04,0.2,-0.05
9447,47.23,47.230001,47.346124,0.002435,9.99999997475243e-07,0,-0.4,-10.8,-3.3,1.03,0.19,-0.04
9448,47.235,47.235,47.350202,0.001516,0,0,-0.3,-10.7,-2.6,1.04,0.18,-0.04
9449,47.24,47.24,47.355292,0.001605,0,0,-0.2,-10.7,-2.8,1.03,0.18,-0.04
9450,47.245,47.245,47.361066,0.002379,0,0,0,-10.7,-2.5,1.04,0.17,-0.04
9451,47.25,47.25,47.365016,0.001329,0,0,-0.1,-10.6,-3.5,1.02,0.18,-0.04
9452,47.255,47.255,47.370233,0.001546,0,0,-0.3,-10.7,-3.3,1.03,0.19,-0.04
9453,47.26,47.26,47.376052,0.002364,0,0,-0.5,-10.9,-3.6,1.04,0.2,-0.05
9454,47.265,47.265,47.380112,0.001425,0,0,-0.5,-10.8,-2.9,1.04,0.19,-0.04
9455,47.27,47.27,47.385062,0.001375,0,0,-0.4,-10.8,-3.1,1.03,0.19,-0.04
9456,47.275,47.275,47.39108,0.002392,0,0,-0.3,-10.8,-2.3,1.04,0.18,-0.04
9457,47.28,47.28,47.396125,0.002438,0,0,-0.4,-10.8,-2.9,1.03,0.19,-0.04
9458,47.285,47.285001,47.400041,0.001352,9.99999997475243e-07,0,-0.4,-10.8,-2.8,1.04,0.18,-0.04
9459,47.29,47.29,47.406049,0.002362,0,0,-0.4,-10.8,-3.1,1.04,0.19,-0.04
9460,47.295,47.295,47.411084,0.002396,0,0,-0.2,-10.7,-3.1,1.03,0.18,-0.05
9461,47.3,47.300001,47.416252,0.002564,9.99999997475243e-07,0,-0.2,-10.7,-3.3,1.03,0.18,-0.04
9462,47.305,47.305,47.421181,0.002494,0,0,-0.2,-10.7,-2.9,1.03,0.18,-0.04
9463,47.31,47.31,47.425073,0.001386,0,0,-0.2,-10.7,-2.7,1.04,0.18,-0.04
9464,47.315,47.315,47.430159,0.001471,0,0,-0.3,-10.7,-2.6,1.04,0.17,-0.04
9465,47.32,47.32,47.436094,0.002407,0,0,-0.4,-10.8,-2.8,1.04,0.18,-0.05
9466,47.325,47.325,47.440057,0.001369,0,0,-0.3,-10.8,-2.5,1.04,0.18,-0.04
9467,47.33,47.33,47.445038,0.00135,0,0,-0.2,-10.9,-2.9,1.04,0.18,-0.04
9468,47.335,47.335,47.451225,0.002539,0,0,-0.2,-10.9,-3.8,1.03,0.2,-0.05
9469,47.34,47.34,47.456099,0.002411,0,0,-0.1,-10.8,-3.5,1.03,0.19,-0.05
9470,47.345,47.345,47.460051,0.001364,0,0,-0.3,-10.8,-3.8,1.03,0.19,-0.05
9471,47.35,47.35,47.466134,0.002448,0,0,-0.4,-10.8,-3.9,1.03,0.2,-0.04
9472,47.355,47.355001,47.471095,0.002407,9.99999997475243e-07,0,-0.4,-10.8,-3.4,1.04,0.2,-0.04
9473,47.36,47.36,47.475041,0.001355,0,0,-0.3,-10.7,-2.7,1.04,0.18,-0.04
9474,47.365,47.365,47.480123,0.001436,0,0,-0.2,-10.8,-2.7,1.04,0.18,-0.04
9475,47.37,47.37,47.486189,0.0025,0,0,-0.4,-10.8,-2.7,1.03,0.19,-0.03
9476,47.375,47.375,47.490098,0.001411,0,0,-0.3,-10.7,-2.8,1.03,0.18,-0.04
9477,47.38,47.38,47.495054,0.001367,0,0,-0.4,-10.8,-3.2,1.04,0.19,-0.04
9478,47.385,47.385,47.501112,0.002425,0,0,-0.3,-10.7,-3.9,1.03,0.19,-0.04
9479,47.39,47.39,47.506099,0.002412,0,0,-0.3,-10.7,-3.6,1.03,0.18,-0.04
9480,47.395,47.395,47.510182,0.001494,0,0,-0.4,-10.7,-4,1.03,0.2,-0.04
9481,47.4,47.4,47.516093,0.002406,0,0,-0.3,-10.6,-3.3,1.03,0.19,-0.04
9482,47.405,47.405,47.521155,0.002468,0,0,-0.2,-10.7,-2.9,1.04,0.18,-0.04
9483,47.41,47.410001,47.525088,0.0014,9.99999997475243e-07,0,-0.3,-10.7,-2.8,1.04,0.19,-0.04
9484,47.415,47.415,47.530284,0.001596,0,0,-0.3,-10.6,-3.1,1.03,0.19,-0.04
9485,47.42,47.42,47.536129,0.002442,0,0,-0.5,-10.6,-3.1,1.04,0.2,-0.04
9486,47.425,47.425001,47.540048,0.00136,9.99999997475243e-07,0,-0.4,-10.7,-3,1.04,0.19,-0.04
9487,47.43,47.43,47.545039,0.001352,0,0,-0.3,-10.6,-2.3,1.04,0.17,-0.04
9488,47.435,47.435,47.551036,0.002349,0,0,-0.3,-10.6,-2.2,1.04,0.17,-0.04
9489,47.44,47.44,47.556174,0.002487,0,0,-0.2,-10.5,-2.4,1.04,0.17,-0.04
9490,47.445,47.445,47.560084,0.001397,0,0,-0.2,-10.5,-2.5,1.04,0.17,-0.04
9491,47.45,47.45,47.565219,0.001531,0,0,-0.3,-10.7,-2.8,1.04,0.18,-0.04
9492,47.455,47.455,47.571062,0.002375,0,0,-0.3,-10.7,-2.7,1.04,0.18,-0.04
9493,47.46,47.46,47.575081,0.001394,0,0,-0.3,-10.7,-3,1.03,0.18,-0.04
9494,47.465,47.465,47.580144,0.001458,0,0,-0.2,-10.7,-2.6,1.04,0.17,-0.04
9495,47.47,47.47,47.586043,0.002356,0,0,-0.2,-10.7,-3.4,1.03,0.19,-0.04
9496,47.475,47.475,47.590054,0.001366,0,0,-0.3,-10.7,-3.1,1.03,0.19,-0.04
9497,47.48,47.480001,47.595068,0.001379,9.99999997475243e-07,0,-0.2,-10.7,-2.8,1.03,0.19,-0.04
9498,47.485,47.485,47.601113,0.002426,0,0,-0.2,-10.8,-3,1.03,0.19,-0.04
9499,47.49,47.49,47.606106,0.002419,0,0,-0.2,-10.8,-2.9,1.03,0.19,-0.04
9500,47.495,47.495,47.610029,0.001342,0,0,-0.3,-10.8,-3.1,1.03,0.19,-0.04
9501,47.5,47.5,47.616095,0.002408,0,0,-0.4,-10.7,-2.9,1.03,0.19,-0.04
9502,47.505,47.505,47.621145,0.002459,0,0,-0.4,-10.7,-2.6,1.04,0.19,-0.04
9503,47.51,47.51,47.625119,0.001431,0,0,-0.2,-10.7,-2.4,1.04,0.18,-0.04
9504,47.515,47.515002,47.630605,0.001917,2.00000000205591e-06,0,-0.2,-10.8,-2.7,1.04,0.18,-0.04
9505,47.52,47.52,47.636106,0.002419,0,0,-0.1,-10.7,-2.4,1.04,0.17,-0.03
9506,47.525,47.525,47.640112,0.001424,0,0,-0.2,-10.7,-2.7,1.04,0.17,-0.04
9507,47.53,47.530001,47.645362,0.001679,9.99999997475243e-07,0,-0.3,-10.7,-2.7,1.04,0.18,-0.04
9508,47.535,47.535001,47.651188,0.002499,9.99999997475243e-07,0,-0.4,-10.8,-2.9,1.04,0.19,-0.04
9509,47.54,47.54,47.655062,0.001376,0,0,-0.5,-10.7,-3.2,1.03,0.2,-0.04
9510,47.545,47.545,47.660109,0.001422,0,0,-0.5,-10.8,-3.2,1.04,0.2,-0.04
9511,47.55,47.550001,47.66613,0.002441,9.99999997475243e-07,0,-0.4,-10.8,-3.3,1.03,0.2,-0.04
9512,47.555,47.555,47.671128,0.002441,0,0,-0.4,-10.7,-3,1.03,0.19,-0.04
9513,47.56,47.56,47.675298,0.00161,0,0,-0.2,-10.8,-3.4,1.03,0.19,-0.04
9514,47.565,47.565,47.680116,0.001429,0,0,-0.2,-10.7,-3.7,1.03,0.19,-0.05
9515,47.57,47.57,47.686105,0.002418,0,0,-0.3,-10.7,-3.1,1.03,0.19,-0.04
9516,47.575,47.575,47.691202,0.002514,0,0,-0.4,-10.9,-4.2,1.02,0.21,-0.04
9517,47.58,47.58,47.69507,0.001384,0,0,-0.2,-10.8,-3.6,1.03,0.2,-0.04
9518,47.585,47.585,47.70108,0.002394,0,0,-0.3,-10.8,-3.3,1.03,0.2,-0.04
9519,47.59,47.59,47.706127,0.00244,0,0,-0.4,-10.8,-3.5,1.03,0.21,-0.04
9520,47.595,47.595,47.710213,0.001527,0,0,-0.5,-10.8,-3.2,1.03,0.2,-0.04
9521,47.6,47.6,47.71605,0.002364,0,0,-0.4,-10.8,-2.5,1.04,0.19,-0.04
9522,47.605,47.605001,47.721075,0.002387,9.99999997475243e-07,0,-0.2,-10.7,-2.2,1.04,0.17,-0.04
9523,47.61,47.61,47.725102,0.001415,0,0,-0.5,-10.8,-3.6,1.03,0.2,-0.04
9524,47.615,47.615,47.730677,0.00199,0,0,-0.4,-10.8,-3.5,1.03,0.2,-0.04
9525,47.62,47.62,47.73612,0.002433,0,0,-0.3,-10.9,-3,1.04,0.19,-0.04
9526,47.625,47.625,47.740133,0.001447,0,0,-0.4,-10.8,-3.5,1.04,0.2,-0.04
9527,47.63,47.630001,47.74538,0.001692,9.99999997475243e-07,0,-0.4,-10.8,-3.5,1.03,0.2,-0.04
9528,47.635,47.635,47.751198,0.002511,0,0,-0.3,-10.7,-3.3,1.04,0.19,-0.04
9529,47.64,47.64,47.755209,0.001522,0,0,-0.5,-10.8,-3.3,1.04,0.2,-0.04
9530,47.645,47.645,47.760086,0.001399,0,0,-0.4,-10.8,-3.2,1.03,0.2,-0.04
9531,47.65,47.65,47.766062,0.002375,0,0,-0.4,-10.8,-3.5,1.03,0.2,-0.04
9532,47.655,47.655,47.770053,0.001365,0,0,-0.3,-10.7,-3.2,1.03,0.19,-0.04
9533,47.66,47.660001,47.775122,0.001434,9.99999997475243e-07,0,-0.3,-10.7,-2.9,1.04,0.19,-0.04
9534,47.665,47.665,47.781057,0.002369,0,0,-0.4,-10.8,-2.8,1.04,0.2,-0.04
9535,47.67,47.67,47.785045,0.001358,0,0,-0.4,-10.8,-3,1.04,0.2,-0.04
9536,47.675,47.675001,47.79019,0.001502,9.99999997475243e-07,0,-0.4,-10.7,-3.2,1.04,0.19,-0.04
9537,47.68,47.68,47.79615,0.002463,0,0,-0.4,-10.8,-3.4,1.03,0.19,-0.04
9538,47.685,47.685,47.80002,0.001333,0,0,-0.3,-10.7,-2.6,1.04,0.19,-0.03
9539,47.69,47.69,47.805079,0.001391,0,0,-0.3,-10.7,-2.1,1.04,0.18,-0.03
9540,47.695,47.695,47.811046,0.002359,0,0,-0.3,-10.7,-2.4,1.04,0.17,-0.04
9541,47.7,47.7,47.816191,0.002503,0,0,-0.5,-10.7,-2.7,1.04,0.19,-0.04
9542,47.705,47.705,47.82005,0.001363,0,0,-0.3,-10.7,-2.4,1.04,0.18,-0.03
9543,47.71,47.71,47.826245,0.002558,0,0,-0.4,-10.7,-2.8,1.03,0.19,-0.04
9544,47.715,47.715,47.830091,0.001403,0,0,-0.3,-10.7,-3,1.03,0.19,-0.04
9545,47.72,47.72,47.83507,0.001382,0,0,-0.4,-10.7,-3.4,1.03,0.2,-0.04
9546,47.725,47.725,47.841132,0.002444,0,0,-0.4,-10.7,-3.4,1.03,0.2,-0.04
9547,47.73,47.730001,47.846047,0.002359,9.99999997475243e-07,0,-0.5,-10.7,-3.6,1.04,0.2,-0.04
9548,47.735,47.735,47.850035,0.001348,0,0,-0.5,-10.7,-3.8,1.03,0.21,-0.04
9549,47.74,47.74,47.855431,0.001744,0,0,-0.6,-10.7,-3.9,1.03,0.21,-0.05
9550,47.745,47.745,47.861085,0.002398,0,0,-0.5,-10.8,-3.9,1.03,0.21,-0.05
9551,47.75,47.75,47.86502,0.001334,0,0,-0.4,-10.8,-2.9,1.04,0.19,-0.04
9552,47.755,47.755,47.870193,0.001506,0,0,-0.6,-10.8,-2.8,1.04,0.19,-0.04
9553,47.76,47.76,47.876125,0.002438,0,0,-0.4,-10.7,-2.6,1.04,0.19,-0.03
9554,47.765,47.765,47.88002,0.001333,0,0,-0.3,-10.8,-3,1.04,0.19,-0.04
9555,47.77,47.77,47.885029,0.001342,0,0,-0.3,-10.7,-3.1,1.03,0.19,-0.04
9556,47.775,47.775,47.891161,0.002473,0,0,-0.3,-10.8,-3.1,1.03,0.2,-0.04
9557,47.78,47.78,47.895033,0.001346,0,0,-0.2,-10.8,-2.4,1.03,0.18,-0.03
9558,47.785,47.785001,47.900047,0.001359,9.99999997475243e-07,0,-0.1,-10.8,-2.1,1.04,0.17,-0.03
9559,47.79,47.79,47.9062,0.002512,0,0,-0.2,-10.7,-2.7,1.03,0.18,-0.04
9560,47.795,47.795,47.91104,0.002352,0,0,-0.2,-10.8,-2.8,1.03,0.18,-0.03
9561,47.8,47.800001,47.915009,0.001321,9.99999997475243e-07,0,-0.1,-10.8,-2.2,1.04,0.17,-0.03
9562,47.805,47.805,47.921119,0.002431,0,0,-0.1,-10.8,-2.3,1.04,0.18,-0.03
9563,47.81,47.81,47.92615,0.002463,0,0,-0.2,-10.8,-2.3,1.04,0.17,-0.03
9564,47.815,47.815,47.930035,0.001347,0,0,-0.2,-10.7,-2.9,1.03,0.18,-0.04
9565,47.82,47.82,47.935002,0.001315,0,0,-0.1,-10.7,-2.8,1.04,0.17,-0.04
9566,47.825,47.825,47.941084,0.002397,0,0,-0.2,-10.7,-2.5,1.04,0.17,-0.04
9567,47.83,47.83,47.94502,0.001333,0,0,-0.2,-10.7,-2.4,1.04,0.17,-0.04
9568,47.835,47.835,47.950015,0.001327,0,0,0,-10.7,-2.4,1.03,0.16,-0.03
9569,47.84,47.840001,47.9559,0.002213,9.99999997475243e-07,0,-0.1,-10.8,-2.3,1.03,0.17,-0.03
9570,47.845,47.845,47.961125,0.002439,0,0,-0.1,-10.8,-2.4,1.03,0.17,-0.03
9571,47.85,47.85,47.965051,0.001364,0,0,-0.1,-10.8,-3,1.03,0.18,-0.04
9572,47.855,47.855001,47.971322,0.002634,9.99999997475243e-07,0,-0.2,-10.8,-2.4,1.04,0.18,-0.04
9573,47.86,47.860001,47.976128,0.00244,9.99999997475243e-07,0,-0.2,-10.8,-2.7,1.04,0.18,-0.04
9574,47.865,47.865,47.980103,0.001416,0,0,-0.3,-10.7,-3,1.03,0.19,-0.04
9575,47.87,47.870001,47.98524,0.001553,9.99999997475243e-07,0,-0.4,-10.7,-3.1,1.04,0.19,-0.04
9576,47.875,47.875,47.991253,0.002567,0,0,-0.4,-10.6,-3.1,1.04,0.19,-0.04
9577,47.88,47.88,47.995065,0.001379,0,0,-0.3,-10.7,-2.7,1.04,0.18,-0.03
9578,47.885,47.885,48.00018,0.001492,0,0,-0.4,-10.6,-2.4,1.05,0.18,-0.03
9579,47.89,47.89,48.006187,0.0025,0,0,-0.4,-10.7,-2.4,1.05,0.18,-0.03
9580,47.895,47.895,48.010065,0.001379,0,0,-0.3,-10.8,-2.8,1.04,0.19,-0.04
9581,47.9,47.9,48.015177,0.00149,0,0,-0.4,-10.8,-2.9,1.04,0.19,-0.03
9582,47.905,47.905,48.02119,0.002502,0,0,-0.4,-10.8,-3.6,1.03,0.21,-0.04
9583,47.91,47.910001,48.025081,0.001393,9.99999997475243e-07,0,-0.3,-10.7,-3.6,1.03,0.21,-0.04
9584,47.915,47.915,48.0303,0.001612,0,0,-0.3,-10.8,-3.4,1.03,0.21,-0.04
9585,47.92,47.92,48.036399,0.002712,0,0,-0.4,-10.7,-3.7,1.04,0.21,-0.04
9586,47.925,47.925001,48.04134,0.002651,9.99999997475243e-07,0,-0.3,-10.7,-3.7,1.03,0.21,-0.04
9587,47.93,47.93,48.045095,0.001408,0,0,-0.4,-10.7,-3.4,1.03,0.2,-0.04
9588,47.935,47.935,48.051052,0.002365,0,0,-0.5,-10.8,-3.2,1.04,0.2,-0.04
9589,47.94,47.94,48.056253,0.002566,0,0,-0.5,-10.8,-3.1,1.04,0.2,-0.04
9590,47.945,47.945,48.060076,0.00139,0,0,-0.5,-10.8,-3.3,1.04,0.2,-0.04
9591,47.95,47.95,48.065331,0.001645,0,0,-0.4,-10.8,-3.1,1.04,0.19,-0.04
9592,47.955,47.955,48.071128,0.00244,0,0,-0.3,-10.8,-3.2,1.04,0.19,-0.05
9593,47.96,47.96,48.076076,0.00239,0,0,-0.4,-10.8,-3.9,1.03,0.2,-0.04
9594,47.965,47.965,48.080026,0.001339,0,0,-0.3,-10.8,-3.2,1.03,0.19,-0.04
9595,47.97,47.97,48.086107,0.00242,0,0,-0.4,-10.8,-3.2,1.03,0.2,-0.04
9596,47.975,47.975,48.091132,0.002444,0,0,-0.2,-10.8,-3.4,1.03,0.2,-0.04
9597,47.98,47.980001,48.095041,0.001353,9.99999997475243e-07,0,-0.2,-10.9,-3.2,1.04,0.19,-0.04
9598,47.985,47.985,48.100432,0.001745,0,0,-0.2,-10.8,-2.9,1.04,0.19,-0.04
9599,47.99,47.99,48.10619,0.002502,0,0,-0.3,-10.7,-3.3,1.03,0.2,-0.04
9600,47.995,47.995001,48.111072,0.002383,9.99999997475243e-07,0,-0.3,-10.8,-2.6,1.04,0.19,-0.04
9601,48,48,48.115001,0.001314,0,0,-0.4,-10.7,-2.8,1.03,0.2,-0.03
9602,48.005,48.005,48.121116,0.002429,0,0,-0.4,-10.7,-2.6,1.03,0.19,-0.04
9603,48.01,48.01,48.126061,0.002374,0,0,-0.3,-10.7,-2.2,1.04,0.18,-0.04
9604,48.015,48.015,48.131035,0.002348,0,0,0,-10.7,-2.1,1.04,0.17,-0.03
9605,48.02,48.02,48.135167,0.001481,0,0,0,-10.6,-2.4,1.03,0.16,-0.04
9606,48.025,48.025,48.141115,0.002427,0,0,-0.1,-10.7,-2.8,1.03,0.18,-0.04
9607,48.03,48.03,48.14501,0.001323,0,0,-0.2,-10.8,-3.3,1.03,0.19,-0.04
9608,48.035,48.035001,48.150068,0.00138,9.99999997475243e-07,0,-0.2,-10.9,-3,1.04,0.19,-0.04
9609,48.04,48.04,48.156107,0.00242,0,0,-0.3,-10.8,-3,1.04,0.19,-0.04
9610,48.045,48.045,48.160045,0.001358,0,0,-0.4,-10.8,-2.5,1.05,0.19,-0.04
9611,48.05,48.050001,48.165067,0.00138,9.99999997475243e-07,0,-0.6,-10.8,-2.9,1.04,0.2,-0.04
9612,48.055,48.055,48.171134,0.002447,0,0,-0.5,-10.7,-2.7,1.04,0.19,-0.04
9613,48.06,48.06,48.176074,0.002387,0,0,-0.6,-10.7,-3.1,1.04,0.2,-0.04
9614,48.065,48.065,48.180043,0.001356,0,0,-0.4,-10.8,-2.8,1.04,0.19,-0.04
9615,48.07,48.07,48.185226,0.001539,0,0,-0.4,-10.8,-3,1.03,0.19,-0.04
9616,48.075,48.075,48.191297,0.00261,0,0,-0.4,-10.8,-3.6,1.03,0.21,-0.05
9617,48.08,48.08,48.195458,0.001773,0,0,-0.2,-10.7,-3.5,1.03,0.19,-0.04
9618,48.085,48.085001,48.200829,0.002143,9.99999997475243e-07,0,-0.3,-10.8,-3.1,1.03,0.19,-0.04
9619,48.09,48.090001,48.206995,0.003309,9.99999997475243e-07,0,-0.2,-10.8,-2.7,1.04,0.19,-0.03
9620,48.095,48.095002,48.210243,0.001554,2.00000000205591e-06,0,-0.2,-10.7,-2.6,1.04,0.19,-0.03
9621,48.1,48.1,48.216301,0.002614,0,0,-0.3,-10.8,-3,1.03,0.19,-0.03
9622,48.105,48.105001,48.221508,0.00282,9.99999997475243e-07,0,-0.4,-10.7,-3.3,1.03,0.19,-0.04
9623,48.11,48.11,48.225292,0.001604,0,0,-0.4,-10.8,-3.3,1.03,0.2,-0.04
9624,48.115,48.115,48.231179,0.002492,0,0,-0.4,-10.8,-3.5,1.03,0.21,-0.04
9625,48.12,48.120001,48.235185,0.001497,9.99999997475243e-07,0,-0.5,-10.8,-4.1,1.02,0.22,-0.05
9626,48.125,48.125001,48.240542,0.001854,9.99999997475243e-07,0,-0.4,-10.8,-4.1,1.03,0.22,-0.05
9627,48.13,48.130001,48.247121,0.003437,9.99999997475243e-07,0,-0.4,-10.9,-3.8,1.03,0.21,-0.04
9628,48.135,48.135003,48.253136,0.004451,2.99999999953116e-06,0,-0.4,-10.8,-3.2,1.04,0.2,-0.04
9629,48.14,48.140002,48.257187,0.003501,2.00000000205591e-06,0,-0.2,-10.7,-2.7,1.04,0.18,-0.04
9630,48.145,48.145004,48.261858,0.003167,3.9999999970064e-06,0,0,-10.7,-2.4,1.03,0.17,-0.03
9631,48.15,48.150002,48.265333,0.001644,2.00000000205591e-06,0,-0.2,-10.8,-3.1,1.03,0.19,-0.04
9632,48.155,48.155,48.271111,0.002424,0,0,-0.3,-10.7,-3.2,1.03,0.19,-0.04
9633,48.16,48.160001,48.276242,0.002554,9.99999997475243e-07,0,-0.3,-10.8,-3.6,1.03,0.2,-0.04
9634,48.165,48.165,48.280078,0.00139,0,0,-0.4,-10.7,-3.6,1.03,0.2,-0.04
9635,48.17,48.17,48.286172,0.002484,0,0,-0.3,-10.7,-3.2,1.03,0.19,-0.04
9636,48.175,48.175001,48.291129,0.00244,9.99999997475243e-07,0,-0.4,-10.7,-3.6,1.03,0.2,-0.04
9637,48.18,48.18,48.295016,0.001329,0,0,-0.4,-10.8,-2.9,1.03,0.19,-0.04
9638,48.185,48.185,48.300064,0.001377,0,0,-0.3,-10.7,-2.1,1.04,0.18,-0.04
9639,48.19,48.19,48.306178,0.002491,0,0,-0.3,-10.8,-2.5,1.04,0.19,-0.04
9640,48.195,48.195,48.310055,0.001367,0,0,-0.2,-10.8,-2.2,1.03,0.18,-0.03
9641,48.2,48.2,48.315133,0.001446,0,0,-0.1,-10.8,-2.2,1.03,0.17,-0.03
9642,48.205,48.205,48.321204,0.002517,0,0,-0.2,-10.8,-2,1.04,0.18,-0.04
9643,48.21,48.21,48.325082,0.001395,0,0,-0.3,-10.8,-2.2,1.04,0.19,-0.04
9644,48.215,48.215,48.330152,0.001464,0,0,-0.4,-10.8,-2.8,1.04,0.19,-0.04
9645,48.22,48.22,48.336064,0.002377,0,0,-0.3,-10.7,-2.7,1.04,0.19,-0.04
9646,48.225,48.225,48.341185,0.002497,0,0,-0.2,-10.8,-1.7,1.04,0.18,-0.03
9647,48.23,48.230001,48.345054,0.001365,9.99999997475243e-07,0,-0.3,-10.7,-2.2,1.04,0.18,-0.03
9648,48.235,48.235,48.351065,0.002378,0,0,-0.3,-10.8,-2.6,1.04,0.19,-0.04
9649,48.24,48.24,48.356154,0.002467,0,0,-0.4,-10.8,-2.9,1.04,0.19,-0.04
9650,48.245,48.245001,48.360052,0.001364,9.99999997475243e-07,0,-0.6,-10.8,-2.9,1.04,0.2,-0.04
9651,48.25,48.25,48.365129,0.001442,0,0,-0.4,-10.7,-2.6,1.04,0.19,-0.04
9652,48.255,48.255,48.371109,0.002421,0,0,-0.3,-10.7,-2.2,1.04,0.18,-0.04
9653,48.26,48.26,48.375038,0.00135,0,0,-0.3,-10.7,-2.1,1.04,0.18,-0.04
9654,48.265,48.265,48.380035,0.001348,0,0,-0.3,-10.8,-3,1.04,0.19,-0.04
9655,48.27,48.27,48.386115,0.002427,0,0,-0.3,-10.8,-2.8,1.04,0.18,-0.04
9656,48.275,48.275,48.391174,0.002486,0,0,-0.3,-10.7,-3.2,1.03,0.17,-0.04
9657,48.28,48.28,48.395067,0.00138,0,0,-0.3,-10.7,-3.6,1.03,0.19,-0.04
9658,48.285,48.285001,48.401398,0.00271,9.99999997475243e-07,0,-0.4,-10.8,-2.8,1.03,0.19,-0.04
9659,48.29,48.29,48.406545,0.002859,0,0,-0.2,-10.7,-2.6,1.03,0.18,-0.04
9660,48.295,48.295001,48.41054,0.001853,9.99999997475243e-07,0,-0.2,-10.7,-2.8,1.04,0.18,-0.04
9661,48.3,48.300002,48.41543,0.001741,1.99999999495049e-06,0,-0.4,-10.6,-3.2,1.03,0.19,-0.04
9662,48.305,48.305,48.421365,0.002679,0,0,-0.4,-10.8,-2.4,1.04,0.19,-0.04
9663,48.31,48.31,48.425397,0.00171,0,0,-0.3,-10.7,-2.3,1.04,0.18,-0.04
9664,48.315,48.315001,48.43089,0.002204,1.00000000458067e-06,0,-0.3,-10.7,-2.8,1.04,0.18,-0.04
9665,48.32,48.32,48.436321,0.002634,0,0,-0.3,-10.7,-3,1.03,0.19,-0.04
9666,48.325,48.325,48.440024,0.001337,0,0,-0.3,-10.8,-2.6,1.03,0.18,-0.04
9667,48.33,48.33,48.445136,0.00145,0,0,-0.3,-10.7,-2.5,1.04,0.18,-0.04
9668,48.335,48.335,48.451128,0.002442,0,0,-0.2,-10.8,-1.7,1.04,0.17,-0.03
9669,48.34,48.34,48.455089,0.001402,0,0,-0.3,-10.7,-2.4,1.03,0.18,-0.03
